timestamp,value,failure
2013-12-02 21:15:00,73.96732207,False
2013-12-02 21:20:00,74.93588199999998,False
2013-12-02 21:25:00,76.12416182,False
2013-12-02 21:30:00,78.14070732,False
2013-12-02 21:35:00,79.32983574,False
2013-12-02 21:40:00,78.71041827,False
2013-12-02 21:45:00,80.26978421,False
2013-12-02 21:50:00,80.27282792,False
2013-12-02 21:55:00,80.35342468,False
2013-12-02 22:00:00,79.48652315,False
2013-12-02 22:05:00,80.78327674,False
2013-12-02 22:10:00,79.50815854,False
2013-12-02 22:15:00,79.30203285,False
2013-12-02 22:20:00,80.80262407,False
2013-12-02 22:25:00,80.37778929,False
2013-12-02 22:30:00,80.47923735,False
2013-12-02 22:35:00,81.42356028,False
2013-12-02 22:40:00,81.37357535,False
2013-12-02 22:45:00,81.69094215,False
2013-12-02 22:50:00,80.18124978,False
2013-12-02 22:55:00,81.76717835,False
2013-12-02 23:00:00,81.25978065,False
2013-12-02 23:05:00,80.30293653,False
2013-12-02 23:10:00,81.11459031,False
2013-12-02 23:15:00,81.74810877,False
2013-12-02 23:20:00,81.99460747,False
2013-12-02 23:25:00,81.2580527,False
2013-12-02 23:30:00,83.11803871,False
2013-12-02 23:35:00,81.24702121,False
2013-12-02 23:40:00,82.73586941,False
2013-12-02 23:45:00,81.72332602,False
2013-12-02 23:50:00,81.56235567,False
2013-12-02 23:55:00,81.43553422,False
2013-12-03 00:00:00,81.90815592,False
2013-12-03 00:05:00,82.45575098,False
2013-12-03 00:10:00,83.02758267,False
2013-12-03 00:15:00,83.36235646,False
2013-12-03 00:20:00,81.88701566,False
2013-12-03 00:25:00,82.88189183,False
2013-12-03 00:30:00,83.57965349,False
2013-12-03 00:35:00,83.76141298,False
2013-12-03 00:40:00,82.30991906,False
2013-12-03 00:45:00,83.05136903,False
2013-12-03 00:50:00,83.26333638,False
2013-12-03 00:55:00,84.09700706,False
2013-12-03 01:00:00,83.5464428,False
2013-12-03 01:05:00,83.48998999,False
2013-12-03 01:10:00,83.43534304,False
2013-12-03 01:15:00,85.18336642,False
2013-12-03 01:20:00,85.34462435,False
2013-12-03 01:25:00,84.67196172,False
2013-12-03 01:30:00,85.30276155,False
2013-12-03 01:35:00,84.34921079,False
2013-12-03 01:40:00,84.55584383,False
2013-12-03 01:45:00,83.77113659999998,False
2013-12-03 01:50:00,85.29834063,False
2013-12-03 01:55:00,85.40014591,False
2013-12-03 02:00:00,85.10730255,False
2013-12-03 02:05:00,84.97405668,False
2013-12-03 02:10:00,85.43784202,False
2013-12-03 02:15:00,84.83484013,False
2013-12-03 02:20:00,84.94715827,False
2013-12-03 02:25:00,86.16861901,False
2013-12-03 02:30:00,86.37621858,False
2013-12-03 02:35:00,86.3421685,False
2013-12-03 02:40:00,86.61918376,False
2013-12-03 02:45:00,86.30151068,False
2013-12-03 02:50:00,86.57173751,False
2013-12-03 02:55:00,86.48675455,False
2013-12-03 03:00:00,87.52018696,False
2013-12-03 03:05:00,87.00908412,False
2013-12-03 03:10:00,86.96641259,False
2013-12-03 03:15:00,88.62366147,False
2013-12-03 03:20:00,88.59942914,False
2013-12-03 03:25:00,89.44293245,False
2013-12-03 03:30:00,87.98565262,False
2013-12-03 03:35:00,89.75558903,False
2013-12-03 03:40:00,88.80257312,False
2013-12-03 03:45:00,89.7298597,False
2013-12-03 03:50:00,90.22009915,False
2013-12-03 03:55:00,89.44223536,False
2013-12-03 04:00:00,90.50690649,False
2013-12-03 04:05:00,90.89985471,False
2013-12-03 04:10:00,89.52273909,False
2013-12-03 04:15:00,90.79023919,False
2013-12-03 04:20:00,91.52798129,False
2013-12-03 04:25:00,90.30234442,False
2013-12-03 04:30:00,91.69464161,False
2013-12-03 04:35:00,90.61223839,False
2013-12-03 04:40:00,91.35611449,False
2013-12-03 04:45:00,91.1192753,False
2013-12-03 04:50:00,92.2779806,False
2013-12-03 04:55:00,91.93466396,False
2013-12-03 05:00:00,91.26341409,False
2013-12-03 05:05:00,91.03317052,False
2013-12-03 05:10:00,90.54178741,False
2013-12-03 05:15:00,89.31712427,False
2013-12-03 05:20:00,88.60863427,False
2013-12-03 05:25:00,88.00860982,False
2013-12-03 05:30:00,87.98743420000002,False
2013-12-03 05:35:00,87.62276247,False
2013-12-03 05:40:00,86.35545122,False
2013-12-03 05:45:00,86.69530437,False
2013-12-03 05:50:00,84.67963832,False
2013-12-03 05:55:00,84.07484551,False
2013-12-03 06:00:00,84.35696223,False
2013-12-03 06:05:00,84.58044581,False
2013-12-03 06:10:00,82.68818775,False
2013-12-03 06:15:00,82.69563236,False
2013-12-03 06:20:00,83.76512879,False
2013-12-03 06:25:00,82.98957536,False
2013-12-03 06:30:00,82.23041088,False
2013-12-03 06:35:00,83.88653506,False
2013-12-03 06:40:00,81.89958882,False
2013-12-03 06:45:00,81.51452457,False
2013-12-03 06:50:00,82.75784339,False
2013-12-03 06:55:00,82.38401128,False
2013-12-03 07:00:00,83.21031771,False
2013-12-03 07:05:00,82.8468474,False
2013-12-03 07:10:00,80.83401484,False
2013-12-03 07:15:00,80.57814533,False
2013-12-03 07:20:00,82.38411475,False
2013-12-03 07:25:00,82.14105996,False
2013-12-03 07:30:00,81.51010328,False
2013-12-03 07:35:00,80.32038196,False
2013-12-03 07:40:00,81.37765072,False
2013-12-03 07:45:00,82.57875201,False
2013-12-03 07:50:00,83.67102071,False
2013-12-03 07:55:00,82.31952904,False
2013-12-03 08:00:00,84.00735878,False
2013-12-03 08:05:00,84.15133223,False
2013-12-03 08:10:00,85.42547113,False
2013-12-03 08:15:00,86.54847695,False
2013-12-03 08:20:00,87.29964034,False
2013-12-03 08:25:00,86.08152742,False
2013-12-03 08:30:00,85.88428549,False
2013-12-03 08:35:00,85.56048471,False
2013-12-03 08:40:00,85.13496309,False
2013-12-03 08:45:00,86.6109496,False
2013-12-03 08:50:00,86.15758118,False
2013-12-03 08:55:00,85.23120601,False
2013-12-03 09:00:00,85.93395961,False
2013-12-03 09:05:00,85.11561607,False
2013-12-03 09:10:00,85.86375607,False
2013-12-03 09:15:00,83.48616417,False
2013-12-03 09:20:00,85.48938451,False
2013-12-03 09:25:00,83.14095879,False
2013-12-03 09:30:00,83.35164174,False
2013-12-03 09:35:00,83.69802526,False
2013-12-03 09:40:00,83.80362667,False
2013-12-03 09:45:00,83.50931286,False
2013-12-03 09:50:00,83.4881532,False
2013-12-03 09:55:00,84.0784573,False
2013-12-03 10:00:00,82.26519820000001,False
2013-12-03 10:05:00,82.83535437,False
2013-12-03 10:10:00,82.04034143,False
2013-12-03 10:15:00,81.50854903,False
2013-12-03 10:20:00,82.36420121,False
2013-12-03 10:25:00,80.58482816,False
2013-12-03 10:30:00,80.9978684,False
2013-12-03 10:35:00,81.16723557,False
2013-12-03 10:40:00,80.31567859,False
2013-12-03 10:45:00,79.66605694,False
2013-12-03 10:50:00,79.8814896,False
2013-12-03 10:55:00,78.09314197,False
2013-12-03 11:00:00,77.72449282,False
2013-12-03 11:05:00,78.41045288,False
2013-12-03 11:10:00,77.1646548,False
2013-12-03 11:15:00,75.35177264,False
2013-12-03 11:20:00,76.18233367,False
2013-12-03 11:25:00,74.56924109,False
2013-12-03 11:30:00,73.50573006,False
2013-12-03 11:35:00,74.57014555,False
2013-12-03 11:40:00,72.68741156,False
2013-12-03 11:45:00,73.52553931,False
2013-12-03 11:50:00,72.82721113,False
2013-12-03 11:55:00,72.77529924,False
2013-12-03 12:00:00,73.83093472,False
2013-12-03 12:05:00,73.13846943,False
2013-12-03 12:10:00,75.34241901,False
2013-12-03 12:15:00,74.81298165,False
2013-12-03 12:20:00,76.34122004,False
2013-12-03 12:25:00,75.35202093,False
2013-12-03 12:30:00,76.16336404,False
2013-12-03 12:35:00,77.01836571,False
2013-12-03 12:40:00,78.61550225,False
2013-12-03 12:45:00,77.52448684,False
2013-12-03 12:50:00,79.26428222,False
2013-12-03 12:55:00,77.39280881,False
2013-12-03 13:00:00,78.22049763,False
2013-12-03 13:05:00,78.35412045,False
2013-12-03 13:10:00,80.11719562,False
2013-12-03 13:15:00,80.49280262,False
2013-12-03 13:20:00,78.8077078,False
2013-12-03 13:25:00,80.44409017,False
2013-12-03 13:30:00,79.70186363,False
2013-12-03 13:35:00,80.17581648,False
2013-12-03 13:40:00,80.00900765,False
2013-12-03 13:45:00,79.75172848,False
2013-12-03 13:50:00,81.54395534,False
2013-12-03 13:55:00,81.30146345,False
2013-12-03 14:00:00,81.19987815,False
2013-12-03 14:05:00,81.68924032,False
2013-12-03 14:10:00,80.85042358,False
2013-12-03 14:15:00,80.22887183,False
2013-12-03 14:20:00,80.54340412,False
2013-12-03 14:25:00,82.69675156,False
2013-12-03 14:30:00,82.87691879,False
2013-12-03 14:35:00,81.39294104,False
2013-12-03 14:40:00,81.09516526,False
2013-12-03 14:45:00,82.01953528,False
2013-12-03 14:50:00,81.3269712,False
2013-12-03 14:55:00,82.31148178,False
2013-12-03 15:00:00,83.32496669,False
2013-12-03 15:05:00,83.21001771,False
2013-12-03 15:10:00,82.25146959,False
2013-12-03 15:15:00,83.11339476,False
2013-12-03 15:20:00,84.61722355,False
2013-12-03 15:25:00,84.37223101,False
2013-12-03 15:30:00,84.79520638,False
2013-12-03 15:35:00,83.63540044,False
2013-12-03 15:40:00,82.62589147,False
2013-12-03 15:45:00,83.2559329,False
2013-12-03 15:50:00,84.38916448,False
2013-12-03 15:55:00,83.18147487,False
2013-12-03 16:00:00,83.48184527,False
2013-12-03 16:05:00,82.68143532,False
2013-12-03 16:10:00,82.97997961,False
2013-12-03 16:15:00,84.13486850000002,False
2013-12-03 16:20:00,83.54342224,False
2013-12-03 16:25:00,82.56862498,False
2013-12-03 16:30:00,83.45096889,False
2013-12-03 16:35:00,83.45143576,False
2013-12-03 16:40:00,82.88039053,False
2013-12-03 16:45:00,82.57263847,False
2013-12-03 16:50:00,83.85374038,False
2013-12-03 16:55:00,82.44444475,False
2013-12-03 17:00:00,82.11652105,False
2013-12-03 17:05:00,82.52409712,False
2013-12-03 17:10:00,83.22921909,False
2013-12-03 17:15:00,83.55667979,False
2013-12-03 17:20:00,82.69741029,False
2013-12-03 17:25:00,82.24032523,False
2013-12-03 17:30:00,82.18283255,False
2013-12-03 17:35:00,81.91025778,False
2013-12-03 17:40:00,81.92220756,False
2013-12-03 17:45:00,83.08562271,False
2013-12-03 17:50:00,81.94416494,False
2013-12-03 17:55:00,83.33882055,False
2013-12-03 18:00:00,82.73869514,False
2013-12-03 18:05:00,81.52296852,False
2013-12-03 18:10:00,81.42689951,False
2013-12-03 18:15:00,83.44744203,False
2013-12-03 18:20:00,83.17741645,False
2013-12-03 18:25:00,81.39971499,False
2013-12-03 18:30:00,81.49327887,False
2013-12-03 18:35:00,81.42247440000001,False
2013-12-03 18:40:00,80.01620011,False
2013-12-03 18:45:00,81.18422859,False
2013-12-03 18:50:00,78.87746103,False
2013-12-03 18:55:00,79.32870176,False
2013-12-03 19:00:00,78.53209148,False
2013-12-03 19:05:00,77.31031199,False
2013-12-03 19:10:00,78.60147648,False
2013-12-03 19:15:00,80.59333215,False
2013-12-03 19:20:00,80.34151261,False
2013-12-03 19:25:00,82.61994773,False
2013-12-03 19:30:00,82.02344746,False
2013-12-03 19:35:00,84.359617,False
